Season,Name,Team,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,XBR,wSB,wRC,wRAA,wOBA,wRC+,Age,G,AB,H,HR,R,RBI,BB,IBB,SB,Bat,Fld,Rep,Pos,WAR,WPA,RE24,REW,pLI,WPA/LI,Clutch,BsR,Def,Off,Lg,OBP+,ISO+,BABIP+,LA,Barrels,Barrel%,HardHit,HardHit%,xSLG,xwOBA,NameASCII,PlayerId,MLBAMID,from,to,name,pos,yrs,total,aav,mlb_contract,Starting Year,Contract Year,first_name,last_name,mlbam_id
2016,David Ortiz,BOS,626,0.127795527,0.137380191,0.930232558,0.314711359,0.400958466,0.620111731,1.021070197,0.305400372,2.243356688513388,0.311904761,-8.891367912,0.065669942,125.9421490444428,52.19653828578057,0.4191683159132051,162.9385099,40,151,537,169,38,79,127,80,15,2,47.30473794179024,0.1216382831335067,18.88765549,-15.16632271,4.565293524419604,4.367213726043701,59.06500244140625,5.837285041809082,1.0320936441421509,4.896100044250488,-0.664687758,-8.82569797,-15.04468442,38.47903997144649,2.3188695940189064,124.60983824464044,183.52238920594323,104.4297649988206,16.92099322799097,71,0.15502183,218,0.47598253,0.6406858013050766,0.4302178134437369,David Ortiz,745,120074,,,,,,,,,,,,,
2016,A.J. Pierzynski,ATL,259,0.023166023,0.111969111,0.206896551,0.218623481,0.243243243,0.303643724,0.546886967,0.085020243,2.173794463554907,0.237442922,-0.256227076,0.099027836,12.870141437248169,-17.64122148,0.2355752000513002,40.85405113013648,39,81,247,54,2,15,23,6,1,1,-18.86650789,-11.93105769,7.814541170373559,4.561042308807373,-1.857858413,-2.106391907,-19.26499939,-1.970640659,1.059141993522644,-1.728560328,-0.260211639,-0.15719924,-7.370015383,-19.02370713,0.4124555450398475,73.67277844,51.56304607347675,77.93094510906064,7.273148148148148,4,0.01809955,75,0.33936652,0.3424590063876793,0.267010967,A.J. Pierzynski,746,150229,,,,,,,,,,,,,
2016,Todd Frazier,CHW,666,0.096096096,0.244744744,0.392638036,0.225423728,0.302255639,0.464406779,0.766662418,0.238983051,3.995541363007611,0.236040609,-1.703249454,0.6394501074682921,82.66381852,4.206028164714198,0.3257735776434461,104.80407490629788,30,158,590,133,40,89,98,64,1,15,3.841473580687861,2.267137050628662,20.09453443810344,1.5249192714691162,2.979174177546144,0.407319962978363,1.9389997720718384,0.1428960114717483,0.992960810661316,0.5903913974761963,-0.180183906,-1.063799347,3.7920563220977774,2.777674233657862,2.4670401751063764,93.93498199466984,143.6106322072384,79.02946158634782,20.51048951048951,44,0.10114943,155,0.35632184,0.4276068271734776,0.3136042215179165,Todd Frazier,785,453943,NYY,NYM,Todd Frazier,3B,2.0,17000000.0,8500000.0,1.0,2018.0,2017.0,Todd,Frazier,453943.0
2016,Todd Frazier,CHW,666,0.096096096,0.244744744,0.392638036,0.225423728,0.302255639,0.464406779,0.766662418,0.238983051,3.995541363007611,0.236040609,-1.703249454,0.6394501074682921,82.66381852,4.206028164714198,0.3257735776434461,104.80407490629788,30,158,590,133,40,89,98,64,1,15,3.841473580687861,2.267137050628662,20.09453443810344,1.5249192714691162,2.979174177546144,0.407319962978363,1.9389997720718384,0.1428960114717483,0.992960810661316,0.5903913974761963,-0.180183906,-1.063799347,3.7920563220977774,2.777674233657862,2.4670401751063764,93.93498199466984,143.6106322072384,79.02946158634782,20.51048951048951,44,0.10114943,155,0.35632184,0.4276068271734776,0.3136042215179165,Todd Frazier,785,453943,NYM,TEX,Todd Frazier,3B,1.0,5000000.0,5000000.0,1.0,2020.0,2019.0,Todd,Frazier,453943.0
2016,Todd Frazier,CHW,666,0.096096096,0.244744744,0.392638036,0.225423728,0.302255639,0.464406779,0.766662418,0.238983051,3.995541363007611,0.236040609,-1.703249454,0.6394501074682921,82.66381852,4.206028164714198,0.3257735776434461,104.80407490629788,30,158,590,133,40,89,98,64,1,15,3.841473580687861,2.267137050628662,20.09453443810344,1.5249192714691162,2.979174177546144,0.407319962978363,1.9389997720718384,0.1428960114717483,0.992960810661316,0.5903913974761963,-0.180183906,-1.063799347,3.7920563220977774,2.777674233657862,2.4670401751063764,93.93498199466984,143.6106322072384,79.02946158634782,20.51048951048951,44,0.10114943,155,0.35632184,0.4276068271734776,0.3136042215179165,Todd Frazier,785,453943,,PIT,Todd Frazier,3B,1.0,1500000.0,1500000.0,0.0,2021.0,2020.0,Todd,Frazier,453943.0
2017,Todd Frazier,- - -,576,0.144097222,0.217013888,0.664,0.213080168,0.34375,0.428270042,0.772020042,0.215189874,3.060599836601932,0.226299694,-0.144500762,-0.84651814,76.82199085116562,6.624564055206142,0.3345113711282351,109.4399969830219,31,147,474,101,27,74,76,83,2,4,6.708712834717594,5.343985557556152,17.80307114124298,0.4572467505931854,3.043059400981389,-0.675816357,1.5949996709823608,0.1110673174262046,0.9541037419829704,0.8629910349845886,-1.571316899,-0.991018902,5.801232308149338,5.717693932672851,1.253373071551323,105.9316115217746,123.91545445167044,75.97311333222423,20.30965909090909,34,0.0960452,107,0.30225989,0.4545413784666932,0.3548917352840069,Todd Frazier,785,453943,NYY,NYM,Todd Frazier,3B,2.0,17000000.0,8500000.0,1.0,2018.0,2017.0,Todd,Frazier,453943.0
2017,Todd Frazier,- - -,576,0.144097222,0.217013888,0.664,0.213080168,0.34375,0.428270042,0.772020042,0.215189874,3.060599836601932,0.226299694,-0.144500762,-0.84651814,76.82199085116562,6.624564055206142,0.3345113711282351,109.4399969830219,31,147,474,101,27,74,76,83,2,4,6.708712834717594,5.343985557556152,17.80307114124298,0.4572467505931854,3.043059400981389,-0.675816357,1.5949996709823608,0.1110673174262046,0.9541037419829704,0.8629910349845886,-1.571316899,-0.991018902,5.801232308149338,5.717693932672851,1.253373071551323,105.9316115217746,123.91545445167044,75.97311333222423,20.30965909090909,34,0.0960452,107,0.30225989,0.4545413784666932,0.3548917352840069,Todd Frazier,785,453943,NYM,TEX,Todd Frazier,3B,1.0,5000000.0,5000000.0,1.0,2020.0,2019.0,Todd,Frazier,453943.0
2017,Todd Frazier,- - -,576,0.144097222,0.217013888,0.664,0.213080168,0.34375,0.428270042,0.772020042,0.215189874,3.060599836601932,0.226299694,-0.144500762,-0.84651814,76.82199085116562,6.624564055206142,0.3345113711282351,109.4399969830219,31,147,474,101,27,74,76,83,2,4,6.708712834717594,5.343985557556152,17.80307114124298,0.4572467505931854,3.043059400981389,-0.675816357,1.5949996709823608,0.1110673174262046,0.9541037419829704,0.8629910349845886,-1.571316899,-0.991018902,5.801232308149338,5.717693932672851,1.253373071551323,105.9316115217746,123.91545445167044,75.97311333222423,20.30965909090909,34,0.0960452,107,0.30225989,0.4545413784666932,0.3548917352840069,Todd Frazier,785,453943,,PIT,Todd Frazier,3B,1.0,1500000.0,1500000.0,0.0,2021.0,2020.0,Todd,Frazier,453943.0
2018,Todd Frazier,NYM,472,0.101694915,0.237288135,0.428571428,0.213235294,0.302966101,0.389705882,0.692671983,0.176470588,3.661425245676408,0.241258741,-1.443915844,-0.085878561,50.08601439421571,-5.058283086,0.3015524794341652,92.10171988242402,32,115,408,87,18,54,59,48,1,9,-4.55160069,3.947582483291626,14.12264820933342,1.5277771949768066,1.4252654871607122,0.5811396241188049,2.618799924850464,0.3586617410182953,1.0529189109802246,0.550086498,0.001845486,-1.529794405,5.475359678268433,-6.081395095,0.329066867,92.68395747262618,108.03436093436518,80.28157328290686,18.46179401993356,21,0.06907895,112,0.36842105,0.3833086555386767,0.3035818572737213,Todd Frazier,785,453943,NYY,NYM,Todd Frazier,3B,2.0,17000000.0,8500000.0,1.0,2018.0,2017.0,Todd,Frazier,453943.0
2018,Todd Frazier,NYM,472,0.101694915,0.237288135,0.428571428,0.213235294,0.302966101,0.389705882,0.692671983,0.176470588,3.661425245676408,0.241258741,-1.443915844,-0.085878561,50.08601439421571,-5.058283086,0.3015524794341652,92.10171988242402,32,115,408,87,18,54,59,48,1,9,-4.55160069,3.947582483291626,14.12264820933342,1.5277771949768066,1.4252654871607122,0.5811396241188049,2.618799924850464,0.3586617410182953,1.0529189109802246,0.550086498,0.001845486,-1.529794405,5.475359678268433,-6.081395095,0.329066867,92.68395747262618,108.03436093436518,80.28157328290686,18.46179401993356,21,0.06907895,112,0.36842105,0.3833086555386767,0.3035818572737213,Todd Frazier,785,453943,NYM,TEX,Todd Frazier,3B,1.0,5000000.0,5000000.0,1.0,2020.0,2019.0,Todd,Frazier,453943.0
2018,Todd Frazier,NYM,472,0.101694915,0.237288135,0.428571428,0.213235294,0.302966101,0.389705882,0.692671983,0.176470588,3.661425245676408,0.241258741,-1.443915844,-0.085878561,50.08601439421571,-5.058283086,0.3015524794341652,92.10171988242402,32,115,408,87,18,54,59,48,1,9,-4.55160069,3.947582483291626,14.12264820933342,1.5277771949768066,1.4252654871607122,0.5811396241188049,2.618799924850464,0.3586617410182953,1.0529189109802246,0.550086498,0.001845486,-1.529794405,5.475359678268433,-6.081395095,0.329066867,92.68395747262618,108.03436093436518,80.28157328290686,18.46179401993356,21,0.06907895,112,0.36842105,0.3833086555386767,0.3035818572737213,Todd Frazier,785,453943,,PIT,Todd Frazier,3B,1.0,1500000.0,1500000.0,0.0,2021.0,2020.0,Todd,Frazier,453943.0
2019,Todd Frazier,NYM,499,0.08016032,0.212424849,0.37735849,0.250559284,0.328657314,0.44295302,0.771610334,0.192393736,2.9686188078329687,0.284375,-2.496519089,-0.934192783,66.24831513220172,3.4653194015632254,0.3279708719636541,107.12326760790856,33,133,447,112,21,63,67,40,1,1,4.689704402328549,-0.237111583,15.694131672382357,1.257429599761963,1.7693008759890112,-0.078814037,4.744999885559082,0.5365818738937378,1.0332192182540894,0.099839866,-0.176119939,-3.430711872,1.020318016409874,1.2589925303841811,0.2427843734039925,99.33457085740136,102.77906499178056,94.68326887847353,17.130563798219583,25,0.07331378,129,0.37829912,0.409095039195065,0.3130488830937817,Todd Frazier,785,453943,NYY,NYM,Todd Frazier,3B,2.0,17000000.0,8500000.0,1.0,2018.0,2017.0,Todd,Frazier,453943.0
2019,Todd Frazier,NYM,499,0.08016032,0.212424849,0.37735849,0.250559284,0.328657314,0.44295302,0.771610334,0.192393736,2.9686188078329687,0.284375,-2.496519089,-0.934192783,66.24831513220172,3.4653194015632254,0.3279708719636541,107.12326760790856,33,133,447,112,21,63,67,40,1,1,4.689704402328549,-0.237111583,15.694131672382357,1.257429599761963,1.7693008759890112,-0.078814037,4.744999885559082,0.5365818738937378,1.0332192182540894,0.099839866,-0.176119939,-3.430711872,1.020318016409874,1.2589925303841811,0.2427843734039925,99.33457085740136,102.77906499178056,94.68326887847353,17.130563798219583,25,0.07331378,129,0.37829912,0.409095039195065,0.3130488830937817,Todd Frazier,785,453943,NYM,TEX,Todd Frazier,3B,1.0,5000000.0,5000000.0,1.0,2020.0,2019.0,Todd,Frazier,453943.0
2019,Todd Frazier,NYM,499,0.08016032,0.212424849,0.37735849,0.250559284,0.328657314,0.44295302,0.771610334,0.192393736,2.9686188078329687,0.284375,-2.496519089,-0.934192783,66.24831513220172,3.4653194015632254,0.3279708719636541,107.12326760790856,33,133,447,112,21,63,67,40,1,1,4.689704402328549,-0.237111583,15.694131672382357,1.257429599761963,1.7693008759890112,-0.078814037,4.744999885559082,0.5365818738937378,1.0332192182540894,0.099839866,-0.176119939,-3.430711872,1.020318016409874,1.2589925303841811,0.2427843734039925,99.33457085740136,102.77906499178056,94.68326887847353,17.130563798219583,25,0.07331378,129,0.37829912,0.409095039195065,0.3130488830937817,Todd Frazier,785,453943,,PIT,Todd Frazier,3B,1.0,1500000.0,1500000.0,0.0,2021.0,2020.0,Todd,Frazier,453943.0
